ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.CodigoPublicoNaLegAtual;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.NomeCompletoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SexoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.FormaTratamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlFotoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UrlPaginaParticular;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.EmailParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.NumeroTelefone;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.OrdemPublicacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Telefones.Telefone.IndicadorFax;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.SiglaPartidoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.CodigoBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeBloco;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.NomeApelido;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.Bloco.DataCriacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroMesa;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.IdentificacaoParlamentar.MembroLideranca;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.CodigoMandato;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.UfParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.PrimeiraLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.NumeroLegislatura;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.SegundaLegislaturaDoMandato.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Titular.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.DescricaoParticipacao;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.CodigoParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Suplentes.Suplente.NomeParlamentar;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.CodigoExercicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataInicio;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataFim;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.SiglaCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DescricaoCausaAfastamento;ListaParlamentarEmExercicio.Parlamentares.Parlamentar.Mandato.Exercicios.Exercicio.DataLeitura
5917;923;Fernando Dueire;Fernando Antonio Caminha Dueire;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5917.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5917;;sen.fernandodueire@senado.leg.br;33033522;1;Não;MDB;PE;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5917;923;Fernando Dueire;Fernando Antonio Caminha Dueire;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5917.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5917;;sen.fernandodueire@senado.leg.br;;;;MDB;PE;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;526;PE;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;526;PE;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;526;PE;;;;;;;1º Suplente;Titular;4545;Jarbas Vasconcelos;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;526;PE;;;;;;;1º Suplente;;;;2º Suplente;5918;Adilson Gomes;;;;;;
;;;;;;;;;;;;;;;;;;;;;526;PE;;;;;;;1º Suplente;;;;;;;3000;2022-12-07;;;;
6345;929;Fernando Farias;Fernando Lopes de Farias;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6345.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6345;;sen.fernandofarias@senado.leg.br;33036266;1;Não;MDB;AL;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6345;929;Fernando Farias;Fernando Lopes de Farias;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6345.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6345;;sen.fernandofarias@senado.leg.br;33036293;3;Não;MDB;AL;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6345;929;Fernando Farias;Fernando Lopes de Farias;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6345.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6345;;sen.fernandofarias@senado.leg.br;;;;MDB;AL;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;597;AL;57;2023-02-01;2027-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;597;AL;;;;58;2027-02-01;2031-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;597;AL;;;;;;;1º Suplente;Titular;5207;Renan Filho;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;597;AL;;;;;;;1º Suplente;;;;2º Suplente;6346;Adélia Maria;;;;;;
;;;;;;;;;;;;;;;;;;;;;597;AL;;;;;;;1º Suplente;;;;;;;3040;2023-02-02;;;;
345;856;Flávio Arns;Flávio José Arns;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/345;http://www.flavioarns.com.br;sen.flavioarns@senado.leg.br;33036301;1;Não;PSB;PR;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
345;856;Flávio Arns;Flávio José Arns;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/345;http://www.flavioarns.com.br;sen.flavioarns@senado.leg.br;;;;PSB;PR;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;540;PR;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;540;PR;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;540;PR;;;;;;;Titular;;;;1º Suplente;5919;Vilson Basso;;;;;;
;;;;;;;;;;;;;;;;;;;;;540;PR;;;;;;;Titular;;;;2º Suplente;5920;Flavio Vicente;;;;;;
;;;;;;;;;;;;;;;;;;;;;540;PR;;;;;;;Titular;;;;;;;2903;2019-02-01;;;;
5894;841;Flávio Bolsonaro;Flávio Nantes Bolsonaro;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894;;sen.flaviobolsonaro@senado.leg.br;33031717;1;Não;PL;RJ;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5894;841;Flávio Bolsonaro;Flávio Nantes Bolsonaro;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894;;sen.flaviobolsonaro@senado.leg.br;33031718;2;Não;PL;RJ;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5894;841;Flávio Bolsonaro;Flávio Nantes Bolsonaro;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894;;sen.flaviobolsonaro@senado.leg.br;;;;PL;RJ;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;532;RJ;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;532;RJ;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;532;RJ;;;;;;;Titular;;;;1º Suplente;5901;Paulo Marinho;;;;;;
;;;;;;;;;;;;;;;;;;;;;532;RJ;;;;;;;Titular;;;;2º Suplente;5903;Leonardo Rodrigues;;;;;;
;;;;;;;;;;;;;;;;;;;;;532;RJ;;;;;;;Titular;;;;;;;2904;2019-02-01;;;;
6008;935;Giordano;Alexandre Luiz Giordano;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6008.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6008;;sen.giordano@senado.leg.br;33034177;1;Não;MDB;SP;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
6008;935;Giordano;Alexandre Luiz Giordano;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6008.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6008;;sen.giordano@senado.leg.br;;;;MDB;SP;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;570;SP;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;570;SP;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;570;SP;;;;;;;1º Suplente;Titular;5666;Major Olimpio;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;570;SP;;;;;;;1º Suplente;;;;;;;2966;2021-03-31;;;;
6341;894;Hamilton Mourão;Antonio Hamilton Martins Mourão;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6341.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6341;;sen.hamiltonmourao@senado.leg.br;33031837;1;Não;REPUBLICANOS;RS;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
6341;894;Hamilton Mourão;Antonio Hamilton Martins Mourão;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6341.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6341;;sen.hamiltonmourao@senado.leg.br;;;;REPUBLICANOS;RS;346;Bloco Parlamentar Aliança;BLALIANÇA;2023-03-20;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;612;RS;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;612;RS;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;612;RS;;;;;;;Titular;;;;1º Suplente;6112;Liziane Bayer;;;;;;
;;;;;;;;;;;;;;;;;;;;;612;RS;;;;;;;Titular;;;;2º Suplente;6380;Coronel Andreuzza;;;;;;
;;;;;;;;;;;;;;;;;;;;;612;RS;;;;;;;Titular;;;;;;;3033;2023-02-01;;;;
5008;824;Humberto Costa;Humberto Sérgio Costa Lima;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008;http://www.senadorhumberto.com.br/;sen.humbertocosta@senado.leg.br;33036285;1;Não;PT;PE;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5008;824;Humberto Costa;Humberto Sérgio Costa Lima;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008;http://www.senadorhumberto.com.br/;sen.humbertocosta@senado.leg.br;33036286;2;Não;PT;PE;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
5008;824;Humberto Costa;Humberto Sérgio Costa Lima;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008;http://www.senadorhumberto.com.br/;sen.humbertocosta@senado.leg.br;;;;PT;PE;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;525;PE;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;525;PE;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;525;PE;;;;;;;Titular;;;;1º Suplente;5914;Waldemar Oliveira;;;;;;
;;;;;;;;;;;;;;;;;;;;;525;PE;;;;;;;Titular;;;;2º Suplente;5915;Marcia do Angico;;;;;;
;;;;;;;;;;;;;;;;;;;;;525;PE;;;;;;;Titular;;;;;;;2907;2019-02-01;;;;
5385;883;Irajá;Irajá Silvestre Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385;;sen.iraja@senado.leg.br;33036469;2;Não;PSD;TO;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5385;883;Irajá;Irajá Silvestre Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385;;sen.iraja@senado.leg.br;33036474;3;Não;PSD;TO;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
5385;883;Irajá;Irajá Silvestre Filho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385;;sen.iraja@senado.leg.br;;;;PSD;TO;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;567;TO;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;567;TO;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;567;TO;;;;;;;Titular;;;;1º Suplente;6287;Marcos de Souza Costa;;;;;;
;;;;;;;;;;;;;;;;;;;;;567;TO;;;;;;;Titular;;;;2º Suplente;6004;Terciliano Gomes;;;;;;
;;;;;;;;;;;;;;;;;;;;;567;TO;;;;;;;Titular;;;;;;;2908;2019-02-01;;;;
6010;914;Ivete da Silveira;Ivete Marli Appel da Silveira;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6010.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6010;;sen.ivetedasilveira@senado.leg.br;33032200;1;Não;MDB;SC;;;;;Sim;Não;;;;;;;;;;;;;;;;;;;;;
6010;914;Ivete da Silveira;Ivete Marli Appel da Silveira;Feminino;Senadora;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6010.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6010;;sen.ivetedasilveira@senado.leg.br;;;;MDB;SC;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Sim;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;571;SC;56;2019-02-01;2023-01-31;;;;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;571;SC;;;;57;2023-02-01;2027-01-31;1º Suplente;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;571;SC;;;;;;;1º Suplente;Titular;5350;Jorginho Mello;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;571;SC;;;;;;;1º Suplente;;;;2º Suplente;6011;Beto Martins;;;;;;
;;;;;;;;;;;;;;;;;;;;;571;SC;;;;;;;1º Suplente;;;;;;;3003;2022-12-30;;;;
;;;;;;;;;;;;;;;;;;;;;571;SC;;;;;;;1º Suplente;;;;;;;2989;2022-08-24;2022-12-20;RET;Retorno do titular;
4770;851;Izalci Lucas;Izalci Lucas Ferreira;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770;;sen.izalcilucas@senado.leg.br;33036049;1;Não;PSDB;DF;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
4770;851;Izalci Lucas;Izalci Lucas Ferreira;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770;;sen.izalcilucas@senado.leg.br;33036050;2;Não;PSDB;DF;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
4770;851;Izalci Lucas;Izalci Lucas Ferreira;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770;;sen.izalcilucas@senado.leg.br;;;;PSDB;DF;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;552;DF;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;552;DF;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;552;DF;;;;;;;Titular;;;;1º Suplente;5968;Luis Felipe Belmonte;;;;;;
;;;;;;;;;;;;;;;;;;;;;552;DF;;;;;;;Titular;;;;2º Suplente;5969;Andre Filipe;;;;;;
;;;;;;;;;;;;;;;;;;;;;552;DF;;;;;;;Titular;;;;;;;2909;2019-02-01;;;;
35;932;Jader Barbalho;Jader Fontenelle Barbalho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/35;http://jaderbarbalho.com.br/;sen.jaderbarbalho@senado.leg.br;33039831;2;Não;MDB;PA;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
35;932;Jader Barbalho;Jader Fontenelle Barbalho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/35;http://jaderbarbalho.com.br/;sen.jaderbarbalho@senado.leg.br;33039827;3;Não;MDB;PA;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
35;932;Jader Barbalho;Jader Fontenelle Barbalho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/35;http://jaderbarbalho.com.br/;sen.jaderbarbalho@senado.leg.br;33039832;4;Não;MDB;PA;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
35;932;Jader Barbalho;Jader Fontenelle Barbalho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/35;http://jaderbarbalho.com.br/;sen.jaderbarbalho@senado.leg.br;33039828;5;Sim;MDB;PA;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
35;932;Jader Barbalho;Jader Fontenelle Barbalho;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/35;http://jaderbarbalho.com.br/;sen.jaderbarbalho@senado.leg.br;;;;MDB;PA;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;528;PA;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;528;PA;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;528;PA;;;;;;;Titular;;;;1º Suplente;5999;Helenilson Pontes;;;;;;
;;;;;;;;;;;;;;;;;;;;;528;PA;;;;;;;Titular;;;;2º Suplente;6000;Chamon;;;;;;
;;;;;;;;;;;;;;;;;;;;;528;PA;;;;;;;Titular;;;;;;;2910;2019-02-01;;;;
6340;891;Jaime Bagattoli;Jaime Maximino Bagattoli;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6340.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6340;;sen.jaimebagattoli@senado.leg.br;33032714;1;Não;PL;RO;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
6340;891;Jaime Bagattoli;Jaime Maximino Bagattoli;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6340.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/6340;;sen.jaimebagattoli@senado.leg.br;;;;PL;RO;338;Bloco Parlamentar Vanguarda;BLVANG;2023-02-06;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;610;RO;57;2023-02-01;2027-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;610;RO;;;;58;2027-02-01;2031-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;610;RO;;;;;;;Titular;;;;1º Suplente;5617;Pastor Valadares;;;;;;
;;;;;;;;;;;;;;;;;;;;;610;RO;;;;;;;Titular;;;;2º Suplente;6377;Dheep Rover;;;;;;
;;;;;;;;;;;;;;;;;;;;;610;RO;;;;;;;Titular;;;;;;;3026;2023-02-01;;;;
581;833;Jaques Wagner;Jaques Wagner;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/581;https://pt-br.facebook.com/jaqueswagneroficial/;sen.jaqueswagner@senado.leg.br;33036390;1;Não;PT;BA;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
581;833;Jaques Wagner;Jaques Wagner;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/581;https://pt-br.facebook.com/jaqueswagneroficial/;sen.jaqueswagner@senado.leg.br;33036391;2;Não;PT;BA;;;;;Não;Sim;;;;;;;;;;;;;;;;;;;;;
581;833;Jaques Wagner;Jaques Wagner;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/581;https://pt-br.facebook.com/jaqueswagneroficial/;sen.jaqueswagner@senado.leg.br;;;;PT;BA;335;Bloco Parlamentar da Resistência Democrática;BLPRD;2023-02-01;Não;Sim;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;555;BA;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;555;BA;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;555;BA;;;;;;;Titular;;;;1º Suplente;5554;Bebeto;;;;;;
;;;;;;;;;;;;;;;;;;;;;555;BA;;;;;;;Titular;;;;2º Suplente;6014;Luciana Leão Muniz;;;;;;
;;;;;;;;;;;;;;;;;;;;;555;BA;;;;;;;Titular;;;;;;;2911;2019-02-01;;;;
4531;837;Jayme Campos;Jayme Veríssimo de Campos;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531;;sen.jaymecampos@senado.leg.br;33032390;1;Não;UNIÃO;MT;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
4531;837;Jayme Campos;Jayme Veríssimo de Campos;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531;;sen.jaymecampos@senado.leg.br;33032384;2;Não;UNIÃO;MT;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
4531;837;Jayme Campos;Jayme Veríssimo de Campos;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531;;sen.jaymecampos@senado.leg.br;33032394;3;Não;UNIÃO;MT;;;;;Não;Não;;;;;;;;;;;;;;;;;;;;;
4531;837;Jayme Campos;Jayme Veríssimo de Campos;Masculino;Senador;http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg;http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531;;sen.jaymecampos@senado.leg.br;;;;UNIÃO;MT;336;Bloco Parlamentar Democracia;BLDEM;2023-02-02;Não;Não;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;553;MT;56;2019-02-01;2023-01-31;;;;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;553;MT;;;;57;2023-02-01;2027-01-31;Titular;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;553;MT;;;;;;;Titular;;;;1º Suplente;5740;Fabio Garcia;;;;;;
;;;;;;;;;;;;;;;;;;;;;553;MT;;;;;;;Titular;;;;2º Suplente;5960;Cândida Farias;;;;;;
;;;;;;;;;;;;;;;;;;;;;553;MT;;;;;;;Titular;;;;;;;2987;2022-07-30;;;;
;;;;;;;;;;;;;;;;;;;;;553;MT;;;;;;;Titular;;;;;;;2913;2019-02-01;2022-04-06;LCS;Licença com convocação de suplente (sup 120 dias);
